眼出血	12	1	13				
肝炎病毒	1	12	13				
追风透骨丸	1	12	13				
骨结核	9	4	13				
健胃消食	0	13	13				
上臂外侧	0	13	13				
抗坏血酸	5	8	13				
促性腺激素	0	13	13				
子宫癌	10	3	13				
银杏叶滴丸	11	2	13				
常染色体	3	10	13				
肝郁脾虚	3	10	13				
导升明	4	9	13				
胆红素升高	1	12	13				
皮肤粗糙	4	9	13				
基本药物	2	11	13				
氧化锌	1	12	13				
氯唑沙宗	0	13	13				
心室肥大	8	5	13				
临床类型	0	13	13				
血小板计数	11	2	13				
三磷酸腺苷	1	12	13				
非洛地平缓释片	8	5	13				
心肾不交	2	11	13				
白内停滴眼液	1	12	13				
尿激酶	0	13	13				
神经营养因子	0	13	13				
抗核抗体	7	6	13				
山楂丸	0	13	13				
麦味地黄丸	1	12	13				
口眼歪斜	3	10	13				
血红蛋白尿	6	7	13				
咀嚼片	8	5	13				
浅昏迷	11	2	13				
牙龈癌	5	8	13				
头孢曲松	4	9	13				
血流速度	10	3	13				
头孢噻肟钠	5	8	13				
脑干损伤	2	10	12				
尿道球腺	0	12	12				
聋	10	2	12				
硝酸异山梨酯	0	12	12				
老年性阴道炎	5	7	12				
恶心和呕吐	5	7	12				
调整阴阳	0	12	12				
不得劲	12	0	12				
房性早搏	10	2	12				
鱼精蛋白	0	12	12				
头孢克洛	0	12	12				
鼻咽癌	10	2	12				
胆道感染	0	12	12				
低信号	12	0	12				
心肌桥	7	5	12				
甲钴胺胶囊	7	5	12				
养阴清肺丸	3	9	12				
血塞通分散片	7	5	12				
小脑梗塞	8	4	12				
高渗性非酮症糖尿病昏迷	2	10	12				
扁平苔藓	11	1	12				
药物性肥胖	0	12	12				
亮氨酸	1	11	12				
地巴唑	3	9	12				
血塞通片	1	11	12				
康泰克	3	9	12				
抗感染能力下降	0	12	12				
生物合成人胰岛素	4	8	12				
大活络丸	6	6	12				
玉屏风	3	9	12				
接触性皮炎	1	11	12				
玉屏风丸	0	12	12				
氯化钠注射液	9	3	12				
脐带绕颈	7	5	12				
盐酸左氧氟沙星	4	8	12				
胎儿过大	0	12	12				
布洛芬缓释胶囊	4	8	12				
阿昔洛韦片	4	8	12				
手抽筋	7	5	12				
前列腺病	10	2	12				
酪氨酸	1	11	12				
奥硝唑	6	6	12				
中暑	1	11	12				
妇炎康	3	9	12				
佛手	3	9	12				
伸筋丹	0	12	12				
消炎利胆	0	12	12				
益母草颗粒	0	12	12				
伤风感冒	4	8	12				
无菌性炎症	0	12	12				
大肠癌	3	9	12				
肌营养不良	3	9	12				
千金	1	11	12				
胫后动脉	10	2	12				
呛咳	6	6	12				
呃逆	2	10	12				
健骨	1	11	12				
心源性水肿	0	12	12				
当归六黄汤	1	11	12				
消糖灵胶囊	11	1	12				
嵌甲	2	10	12				
库欣	5	7	12				
定喘	1	11	12				
达那唑	5	7	12				
敏迪	1	11	12				
前列康片	0	12	12				
胰岛素样生长因子	4	8	12				
暴怒	1	11	12				
振荡	0	12	12				
椎间盘退行性变	0	12	12				
芪蛭降糖片	8	4	12				
收缩能力	1	11	12				
腰椎结核	6	6	12				
止痢	0	12	12				
槟榔	10	2	12				
胆管癌	8	4	12				
肠胀气	3	9	12				
双氯芬酸钠	2	10	12				
疟疾	4	8	12				
由于葡萄糖	1	11	12				
肠粘连	3	9	12				
热咳	1	11	12				
耳根	10	2	12				
美林	1	11	12				
绷带	6	6	12				
胃肠道吸收	0	12	12				
夜交藤	8	4	12				
表皮细胞	0	12	12				
蛤蟆油	12	0	12				
神农	6	6	12				
福康	12	0	12				
稀便	9	3	12				
斑片状	12	0	12				
达喜	2	10	12				
通淋	1	11	12				
脉数	0	12	12				
脱疽	0	12	12				
马来酸	2	10	12				
醋酸肤轻松	0	12	12				
制首乌	1	11	12				
心血不足	0	12	12				
谷丙转氨酶升高	4	8	12				
血竭	1	11	12				
骨力	9	3	12				
多发性脑梗塞	9	3	12				
睑板腺囊肿	10	2	12				
清火片	0	12	12				
乙肝两对半	3	9	12				
肝郁气滞	1	11	12				
抗体阳性	3	9	12				
镇咳	0	12	12				
半枝莲	4	8	12				
门牙	12	0	12				
微动脉瘤	2	10	12				
鞣酸	0	12	12				
硫酸氨基葡萄糖胶囊	7	5	12				
药物浓度	0	12	12				
美多巴	6	6	12				
下肢静脉炎	0	12	12				
皮肤色素	1	11	12				
葡萄球菌	4	8	12				
地芬诺酯	0	12	12				
胃康灵胶囊	0	12	12				
角膜溃疡	0	12	12				
性传播疾病	0	12	12				
罗布麻茶	4	8	12				
西替利嗪片	1	11	12				
无环鸟苷	0	12	12				
腿脚抽筋	8	4	12				
降糖舒胶囊	10	2	12				
肝脾不和	0	12	12				
眼肌麻痹	2	10	12				
玉兰降糖胶囊	6	6	12				
大豆磷脂	5	7	12				
甲状腺肿	6	6	12				
腰膝酸痛	0	12	12				
咳特灵	0	12	12				
板蓝根颗粒	1	11	12				
纤维肌痛综合症	0	12	12				
抗骨质增生丸	1	11	12				
氟伐他汀	7	5	12				
丙戊酸钠	6	6	12				
孕妇禁用	4	8	12				
甲状旁腺素	3	9	12				
视神经炎	2	10	12				
视野缺损	3	9	12				
气血双补丸	8	4	12				
晶体渗透压	3	9	12				
痰湿体质	7	5	12				
马来酸依那普利片	7	5	12				
鲨肝醇	1	11	12				
胃气上逆	0	12	12				
王老吉	9	3	12				
黑色素细胞	0	12	12				
坠积性肺炎	1	11	12				
复方血栓通胶囊	9	3	12				
海普林	0	12	12				
非甾体抗炎药	0	12	12				
格列比嗪片	7	5	12				
延迟愈合	0	12	12				
脊椎滑脱	0	12	12				
猪胆粉	0	12	12				
吲哚美辛	0	11	11				
五倍子	1	10	11				
雌二醇	8	3	11				
左旋多巴	0	11	11				
盆腔积液	8	3	11				
急性咽炎	1	10	11				
衣原体感染	4	7	11				
门静脉高压	2	9	11				
胃蛋白酶	0	11	11				
心脑康	4	7	11				
药物性肝炎	2	9	11				
依帕司他片	9	2	11				
心房颤动	3	8	11				
伤口处理	0	11	11				
排尿障碍	0	11	11				
麻仁软胶囊	1	10	11				
舌苔黄	5	6	11				
银花泌炎灵片	0	11	11				
球后视神经炎	0	11	11				
坤宝丸	8	3	11				
阿司匹林缓释片	0	11	11				
脂肪移植	0	11	11				
复方降压片	3	8	11				
眼压过高	3	8	11				
久病体虚	0	11	11				
呼吸暂停	4	7	11				
固定术	2	9	11				
降钙素	0	11	11				
乙状结肠	9	2	11				
脑干病变	0	11	11				
柴胡舒肝	0	11	11				
泌尿生殖系	0	11	11				
心率过缓	9	2	11				
巨细胞病毒	2	9	11				
霰粒肿	2	9	11				
牙龈肿胀	4	7	11				
口燥咽干	0	11	11				
前白蛋白	10	1	11				
强筋健骨	0	11	11				
排毒养颜胶囊	2	9	11				
重感灵	0	11	11				
复方新诺明	0	11	11				
自身免疫病	1	10	11				
神经症	1	10	11				
硼酸溶液	0	11	11				
颈动脉支架	8	3	11				
参芪	8	3	11				
益气养血	0	11	11				
头目眩晕	0	11	11				
克林	4	7	11				
凝胶	3	8	11				
跌打损伤	2	9	11				
小白	9	2	11				
安胎	5	6	11				
肌酐清除率	4	7	11				
风湿热	0	11	11				
暖气	6	5	11				
胃肠型感冒	0	11	11				
肝淤血	7	4	11				
脊髓损伤	2	9	11				
天王补心丹	2	9	11				
眩晕耳鸣	1	10	11				
藿香正气水	2	9	11				
人工流产	3	8	11				
人工泪液	0	11	11				
血府逐瘀丸	0	11	11				
沙眼	2	9	11				
脊柱裂	0	11	11				
烧烫伤	0	11	11				
精蛋白锌胰岛素	6	5	11				
复方利血平	7	4	11				
益肺	1	10	11				
癔病	0	11	11				
丽珠肠乐	0	11	11				
灵芝片	9	2	11				
爱乐维	8	3	11				
芪蛭降糖胶囊	4	7	11				
烦热	3	8	11				
慢性非传染性疾病	0	11	11				
白带增多	2	9	11				
深昏迷	3	8	11				
丘脑出血	9	2	11				
视网膜变性	0	11	11				
脚臭	5	6	11				
草乌	3	8	11				
肉瘤	5	6	11				
肩痛	9	2	11				
肠易激综合征	0	11	11				
胸肌	10	1	11				
结节状	3	8	11				
腿骨	9	2	11				
补肾益气	0	11	11				
甲苯磺丁脲片	1	10	11				
补充电解质	0	11	11				
血瘤	11	0	11				
糖尿病性眼病	0	11	11				
硫辛酸注射液	8	3	11				
骨裂	7	4	11				
复方当归注射液	4	7	11				
肝昏迷	1	10	11				
鼻梁	5	6	11				
排尿不畅	5	6	11				
鼓胀	4	7	11				
葡萄糖酸亚铁	0	11	11				
金龙	11	0	11				
基因重组	1	10	11				
钝痛	5	6	11				
银花	2	9	11				
裂纹舌	1	10	11				
盐汽水	4	7	11				
下肢溃疡	5	6	11				
重组甘精胰岛素注射液	9	2	11				
人工牛黄甲硝唑	0	11	11				
蜂窝织炎	3	8	11				
胎儿宫内发育迟缓	0	11	11				
克霉唑	1	10	11				
小牛血清去蛋白	0	11	11				
肾小球滤过率下降	0	11	11				
牛黄上清片	0	11	11				
中医诊断	2	9	11				
角膜浑浊	0	11	11				
结节性甲状腺肿	6	5	11				
氧自由基	0	11	11				
头孢克肟分散片	6	5	11				
益阴消渴胶囊	9	2	11				
结肠息肉	7	4	11				
银翘散	0	11	11				
锡类散	0	11	11				
氧氟沙星片	0	11	11				
失去知觉	9	2	11				
慢性阑尾炎	8	3	11				
体外冲击波碎石	0	11	11				
牛黄清心丸	2	9	11				
高血压性心脏病	1	10	11				
肾性骨病	0	11	11				
强的松片	1	10	11				
角膜变性	0	11	11				
颅脑损伤	4	7	11				
肾石通颗粒	2	9	11				
重症肺炎	7	4	11				
发热性疾病	0	11	11				
骨化三醇	3	8	11				
高钾血症	2	9	11				
传导阻滞	6	5	11				
穴位注射	1	10	11				
制何首乌	5	6	11				
急性肾衰竭	5	6	11				
易感人群	1	10	11				
丙型肝炎	1	10	11				
珍珠粉	3	8	11				
玉屏风颗粒	4	7	11				
中度狭窄	11	0	11				
胰岛细胞破坏	0	11	11				
氯雷他定分散片	1	10	11				
肠系膜淋巴结炎	0	11	11				
普乐安片	8	2	10				
射频消融术	4	6	10				
缬沙坦胶囊	8	2	10				
阿法骨化醇	1	9	10				
鼻炎康	1	9	10				
万爽力	8	2	10				
不稳定性心绞痛	9	1	10				
注射给药	1	9	10				
四神丸	2	8	10				
局部反应	0	10	10				
胸腺五肽	6	4	10				
三体综合征	0	10	10				
梅尼埃病	0	10	10				
清开灵胶囊	3	7	10				
副交感神经	0	10	10				
垂体生长激素瘤	0	10	10				
降脂宁	1	9	10				
黄芪生脉饮	0	10	10				
丙磺舒	0	10	10				
主任医师	10	0	10				
莲子心	7	3	10				
阿昔洛韦滴眼液	0	10	10				
急性发作期	1	9	10				
心律平	1	9	10				
生理盐水冲洗	1	9	10				
胃炎胶囊	0	10	10				
氯化钾缓释片	5	5	10				
忍冬藤	8	2	10				
颈椎间盘突出	5	5	10				
彩色多普勒	5	5	10				
清胰利胆颗粒	1	9	10				
右冠状动脉	9	1	10				
前列腺钙化	9	1	10				
二妙	0	10	10				
普鲁卡因	1	9	10				
造血系统	0	10	10				
还原酶抑制剂	1	9	10				
呆滞	3	7	10				
喉癌	7	3	10				
硫酸氨基葡萄糖	3	7	10				
急性支气管炎	1	9	10				
三黄	3	7	10				
会阴区	0	10	10				
二至	3	7	10				
保心	7	3	10				
口吃	9	1	10				
尿崩	8	2	10				
有痰咳	8	2	10				
血管异常	0	10	10				
开同	4	6	10				
孕吐	2	8	10				
节段性	5	5	10				
失神	3	7	10				
奥美	10	0	10				
尿道外口	0	10	10				
乌龙养血胶囊	10	0	10				
枳壳	0	10	10				
血管杂音	0	10	10				
阴囊湿疹	1	9	10				
递法明	8	2	10				
恶寒	0	10	10				
手凉	9	1	10				
舌红少津	0	10	10				
周围神经系统	0	10	10				
大便潜血	2	8	10				
皮质醇增多症	1	9	10				
润喉	2	8	10				
云南白药气雾剂	2	8	10				
流涎	2	8	10				
浓痰	9	1	10				
沉香	4	6	10				
桑枝	6	4	10				
阿胶补血	2	8	10				
人参养荣丸	0	10	10				
甲醛	2	8	10				
左旋咪唑	0	10	10				
疳积	3	7	10				
速尿片	1	9	10				
瓜蒌	4	6	10				
硝普钠	1	9	10				
血管性痴呆	4	6	10				
生发	2	8	10				
障眼明片	0	10	10				
巨幼红细胞性贫血	0	10	10				
乙肝表面抗原	8	2	10				
耳垂	5	5	10				
阵发性心动过速	1	9	10				
舒乐安定	2	8	10				
硼酸	0	10	10				
积滞	0	10	10				
牙周膜	0	10	10				
血液凝固	2	8	10				
迎风流泪	6	4	10				
三九感冒灵颗粒	0	10	10				
贪食	1	9	10				
跖疣	4	6	10				
维持时间	0	10	10				
动脉痉挛	0	10	10				
阿法骨化醇胶囊	4	6	10				
皮肤擦伤	2	8	10				
丙肝抗体	1	9	10				
芦根	0	10	10				
后房型	0	10	10				
煤气中毒	8	2	10				
葡萄膜炎	2	8	10				
藕节	0	10	10				
妊娠期血糖高	4	6	10				
完全性右束支传导阻滞	6	4	10				
血平	7	3	10				
血管成形术	0	10	10				
二甲双胍格列本脲胶囊	9	1	10				
谷胱甘肽	1	9	10				
黄瘤	2	8	10				
皮肤痛	8	2	10				
灰黄霉素	0	10	10				
动脉管壁	0	10	10				
盐酸氟桂利嗪	4	6	10				
谷氨酸脱氢酶	0	10	10				
肝内胆管结石	7	3	10				
杜密克	3	7	10				
亚急性甲状腺炎	2	8	10				
甲苯磺丁脲	1	9	10				
安乃近	4	6	10				
曲可芦丁	1	9	10				
抗骨增生片	5	5	10				
枣仁安神颗粒	0	10	10				
疼痛缓解	5	5	10				
新生儿呼吸窘迫综合症	0	10	10				
一氧化碳中毒	5	5	10				
腹腔镜胆囊切除术	0	10	10				
皮肤皲裂	0	10	10				
双嘧达莫	1	9	10				
注意转移	0	10	10				
胃肠动力差	0	10	10				
肝内胆管	9	1	10				
健脾消食	0	10	10				
鲁南欣康	2	8	10				
苯磺酸左旋氨氯地平片	8	2	10				
耳鸣耳聋	7	3	10				
细胞色素	1	9	10				
新生儿高胆红素血症	0	10	10				
降压灵	7	3	10				
养肝明目	1	9	10				
牙周脓肿	0	10	10				
康寿丸	6	4	10				
摄食中枢	3	7	10				
紫药水	3	7	10				
匹多莫德片	1	9	10				
脾主四肢	1	9	10				
黄芪口服液	0	10	10				
阻塞性黄疸	0	10	10				
下肢动脉炎	0	10	10				
胃肠道副作用	0	10	10				
皮肤病血毒丸	0	10	10				
通便灵胶囊	2	8	10				
甲壳胺	4	6	10				
持续性疼痛	2	8	10				
生理因素	0	10	10				
转氨酶增高	0	10	10				
过敏性哮喘	6	4	10				
泼尼松	4	6	10				
眼球运动障碍	0	10	10				
川贝枇杷	7	3	10				
甘利欣	1	9	10				
宫颈息肉	2	8	10				
巨噬细胞	0	10	10				
丁咯地尔	1	9	10				
高甘油三脂	8	2	10				
消炎镇痛	0	10	10				
慢性腹泻	4	6	10				
可的松	1	9	10				
氨基比林咖啡因片	0	10	10				
京万红	0	9	9				
流行病学资料	0	9	9				
感觉过敏	0	9	9				
通脉胶囊	9	0	9				
蛋白合成	0	9	9				
法莫替丁	1	8	9				
新清宁片	0	9	9				
胸椎疼痛	6	3	9				
依诺沙星	2	7	9				
蓖麻油	3	6	9				
丹参保心茶	2	7	9				
正中神经	4	5	9				
急性喉炎	4	5	9				
制霉菌素片	0	9	9				
格列苯脲片	6	3	9				
房室传导阻滞	2	7	9				
重度贫血	7	2	9				
喷雾剂	4	5	9				
生津润燥	0	9	9				
咽喉疼痛	4	5	9				
干眼病	5	4	9				
醋酸泼尼松片	8	1	9				
二甲硅油	1	8	9				
牛磺酸	2	7	9				
复方丹参注射液	0	9	9				
葡萄胎	0	9	9				
二氮嗪	3	6	9				
肤轻松软膏	0	9	9				
肺纹理增粗	3	6	9				
珍合灵	0	9	9				
倍他司汀	4	5	9				
健脑补肾	0	9	9				
集合系统	7	2	9				
秋水仙碱片	3	6	9				
慢性气管炎	7	2	9				
黄色瘤	3	6	9				
多维元素胶囊	8	1	9				
侧柏叶	1	8	9				
基础代谢	1	8	9				
产程延长	0	9	9				
行为治疗	0	9	9				
活动过度	0	9	9				
重组人胰岛素注射液	6	3	9				
出汗异常	1	8	9				
苯巴比妥	0	9	9				
甲氰咪胍	1	8	9				
视乳头水肿	0	9	9				
消渴安胶囊	7	2	9				
替硝唑片	0	9	9				
普伐他汀钠片	4	5	9				
舒必利	6	3	9				
保泰松	0	9	9				
淋巴管炎	0	9	9				
边界欠清	5	4	9				
偏身麻木	0	9	9				
肝阴虚	1	8	9				
全血黏度	8	1	9				
盐酸伪麻黄碱	2	7	9				
下牙	8	1	9				
三清	7	2	9				
乌药	2	7	9				
伲福达	4	5	9				
养血安神	0	9	9				
大脚指	9	0	9				
天疱疮	7	2	9				
参茸	5	4	9				
北芪	0	9	9				
非那根	0	9	9				
肾炎四味片	1	8	9				
胎儿生长受限	0	9	9				
严迪	1	8	9				
云芝	0	9	9				
伽玛	8	1	9				
半夏	0	9	9				
寒颤	5	4	9				
安素	3	6	9				
心安	3	6	9				
晶状体核	0	9	9				
草决明	0	9	9				
视乳头	3	6	9				
葡萄糖酸钙口服液	2	7	9				
急性尿道炎	2	7	9				
枳实	1	8	9				
灵芝多糖	3	6	9				
感康片	0	9	9				
胱氨酸	6	3	9				
碘甘油	2	7	9				
金银花茶	0	9	9				
左肺下叶	9	0	9				
肝肿瘤	5	4	9				
疥疮	4	5	9				
疔疮	2	7	9				
肠结核	2	7	9				
急性白血病	1	8	9				
龙胆泻肝片	4	5	9				
玉泉	6	3	9				
胆石通	1	8	9				
肛窦炎	5	4	9				
骨髓纤维化	2	7	9				
灭滴	1	8	9				
耐信	7	2	9				
复方氨酚烷胺胶囊	1	8	9				
股骨粗隆间骨折	4	5	9				
甘露酥油丸	7	2	9				
继发性感染	0	9	9				
妥布霉素滴眼液	1	8	9				
复方羊角颗粒	0	9	9				
曲克芦丁片	2	7	9				
马应龙痔疮膏	0	9	9				
肾绞痛	4	5	9				
硫脲	1	8	9				
尿分叉	7	2	9				
益气补肾	1	8	9				
睑缘炎	0	9	9				
通草	0	9	9				
皮肤改变	0	9	9				
还少	5	4	9				
慢性肾脏病	1	8	9				
肌病	1	8	9				
胆石	3	6	9				
脓疱	5	4	9				
结节病	1	8	9				
茶油	0	9	9				
虚喘	2	7	9				
苯妥英钠	1	8	9				
制附子	1	8	9				
睾丸疼痛	3	6	9				
血生	0	9	9				
眼皮跳	3	6	9				
突眼性甲状腺肿	1	8	9				
安神宝	0	9	9				
配伍禁忌	3	6	9				
拜阿司匹林肠溶片	5	4	9				
奥拉西坦	4	5	9				
凝血酶	2	7	9				
眼底照相	4	5	9				
脑塞通	3	6	9				
青皮	1	8	9				
酒精性肝硬化	1	8	9				
右下肺	9	0	9				
进食困难	3	6	9				
眼内出血	2	7	9				
舒肝平胃丸	1	8	9				
皮肤萎缩	0	9	9				
洁尔阴洗液	2	7	9				
肾错构瘤	5	4	9				
肢体动脉硬化	2	7	9				
生长迟缓	3	6	9				
脑室出血	9	0	9				
拉米夫定	4	5	9				
谷氨酰基转移酶	9	0	9				
再造丸	0	9	9				
铝碳酸镁	0	9	9				
慢性肝损害	2	7	9				
康复新液	1	8	9				
金霉素眼膏	0	9	9				
韧带拉伤	3	6	9				
皮脂腺囊肿	0	9	9				
银杏达莫	1	8	9				
后遗症期	0	9	9				
安博诺	7	2	9				
出血性膀胱炎	0	9	9				
益气安神	0	9	9				
兰美抒	0	9	9				
胃主受纳	0	9	9				
胞磷胆碱	0	9	9				
枕大神经痛	0	9	9				
卡介菌多糖核酸注射液	7	2	9				
覆盆子	3	6	9				
痔疮栓	2	7	9				
氨氯地平片	2	7	9				
泼尼松片	6	3	9				
色素上皮层	0	9	9				
氧氟沙星胶囊	2	7	9				
疾控中心	2	7	9				
诺和龙片	6	3	9				
口服制剂	1	8	9				
地骨降糖胶囊	7	2	9				
粒细胞减少	0	9	9				
左氧氟沙星滴眼液	0	9	9				
神经递质	0	9	9				
手足癣	0	9	9				
肝开窍于目	1	8	9				
缺血性坏死	1	8	9				
锁骨骨折	8	1	9				
水样便	5	4	9				
男性性功能障碍	0	9	9				
黄连清胃丸	0	9	9				
血渗透压	0	9	9				
氨曲南	4	5	9				
甲强龙	9	0	9				
足光散	0	9	9				
抗血小板药	0	9	9				
肾气不固	1	8	9				
白细胞增多	5	4	9				
宫血宁	1	8	9				
瞳孔散大	4	5	9				
生山楂	0	9	9				
敏使朗	0	9	9				
脾肾两虚	0	9	9				
活力源	9	0	9				
头孢氨苄胶囊	1	8	9				
膝关节置换	7	2	9				
足三里穴	1	8	9				
其他传染病	0	9	9				
洛汀新	4	5	9				
宫缩乏力	0	9	9				
清脑复神液	3	6	9				
援生力维	0	9	9				
植物神经功能障碍	1	8	9				
经颅多普勒超声	0	9	9				
维生素D缺乏	0	9	9				
阴虚阳亢	1	8	9				
富马酸	2	7	9				
芪参胶囊	7	2	9				
黛力新	5	4	9				
先天性疾病	1	8	9				
上睑下垂	1	8	9				
性早熟	5	3	8				
红细胞增多	3	5	8				
复方酮康唑软膏	0	8	8				
阿斯美	4	4	8				
下肢深静脉血栓形成	0	8	8				
肌肉挛缩	0	8	8				
反射减弱	0	8	8				
六君子丸	0	8	8				
胆固醇结石	0	8	8				
高热不退	2	6	8				
镇脑宁	0	8	8				
干酵母	6	2	8				
正常菌群	0	8	8				
单硝酸异山梨酯缓释片	4	4	8				
透明质酸钠	0	8	8				
头孢拉定胶囊	1	7	8				
蛇床子	0	8	8				
西米替丁	0	8	8				
肌肉坏死	4	4	8				
雅施达	2	6	8				
口服给药	0	8	8				
失血过多	2	6	8				
腕管综合征	0	8	8				
蚓激酶	3	5	8				
牙痛安	0	8	8				
垂体微腺瘤	4	4	8				
降糖甲	7	1	8				
卫生部门	1	7	8				
珍视明滴眼液	0	8	8				
腹部胀满	6	2	8				
麦滋林	0	8	8				
盐酸罗格列酮片	6	2	8				
盐酸二甲双胍胶囊	6	2	8				
苦杏仁	3	5	8				
生殖器疱疹	3	5	8				
地塞米松片	3	5	8				
葡聚糖	0	8	8				
阴道栓	2	6	8				
出血性青光眼	1	7	8				
感冒颗粒	1	7	8				
超声心动图	0	8	8				
阿莫西林克拉维酸钾片	2	6	8				
五苓散	0	8	8				
尿中带血	5	3	8				
食欲旺盛	1	7	8				
氯沙坦钾片	7	1	8				
黄斑盘状变性	0	8	8				
先天愚型	2	6	8				
病毒性心肌炎	2	6	8				
氨基酸注射液	7	1	8				
祖师麻片	1	7	8				
急性肾衰	4	4	8				
乙肝核心抗体	5	3	8				
胸腺瘤	6	2	8				
胆汁返流	1	7	8				
乌发	3	5	8				
三仁	1	7	8				
两腮	5	3	8				
外耳道	3	5	8				
反复感冒	2	6	8				
清开灵颗粒	1	7	8				
三九胃泰胶囊	0	8	8				
活血舒筋	0	8	8				
口腔崩解片	8	0	8				
定向障碍	0	8	8				
嗅觉	5	3	8				
首乌片	0	8	8				
地榆升白片	2	6	8				
氨咖黄敏胶囊	1	7	8				
脂肪代谢障碍	0	8	8				
头皮痒	4	4	8				
活血祛瘀	0	8	8				
尿胆素原	8	0	8				
肾炎四味胶囊	5	3	8				
莫西沙星	6	2	8				
倍顺	6	2	8				
八珍	6	2	8				
岔气	5	3	8				
髌骨骨折	7	1	8				
过敏性紫癜性肾炎	0	8	8				
多潘	0	8	8				
安妥	1	7	8				
视网膜裂孔	1	7	8				
木僵	0	8	8				
指骨	7	1	8				
腮腺炎病毒	0	8	8				
弱精	2	6	8				
湿疣	3	5	8				
刺激性小	2	6	8				
眼压升高	4	4	8				
油酸	2	6	8				
泪道阻塞	0	8	8				
金鸡胶囊	6	2	8				
宁心宝胶囊	0	8	8				
气急	4	4	8				
医疗体操	0	8	8				
痹证	0	8	8				
痹痛	4	4	8				
睡眠呼吸暂停	8	0	8				
银杏叶分散片	4	4	8				
龙胆泻肝汤	0	8	8				
保和颗粒	0	8	8				
金芪降糖	4	4	8				
雷公藤多苷片	1	7	8				
耳廓	6	2	8				
肝大	5	3	8				
子宫切除术	7	1	8				
牡丹皮	0	8	8				
盐酸黄酮哌酯片	0	8	8				
利可君	2	6	8				
比索洛尔	1	7	8				
养血安神片	0	8	8				
急性肾功能衰竭	1	7	8				
稳压	7	1	8				
脑益嗪	0	8	8				
氨基比林	1	7	8				
活络油	2	6	8				
肺不张	2	6	8				
胃下垂	3	5	8				
心脏骤停	0	8	8				
吗叮啉	2	6	8				
视网膜剥离	1	7	8				
下腹疼痛	5	3	8				
雷米普利	2	6	8				
湿毒清胶囊	0	8	8				
腋臭	3	5	8				
脐血	1	7	8				
色斑	3	5	8				
蒲地蓝消炎片	2	6	8				
脑门	8	0	8				
舒筋	2	6	8				
胎毒	5	3	8				
肺火	1	7	8				
脓泡	8	0	8				
药疹	6	2	8				
荆芥	2	6	8				
口服乳	6	2	8				
腓骨	6	2	8				
菌尿	0	8	8				
虫牙	4	4	8				
去极化	0	8	8				
胆管阻塞	2	6	8				
分泌细胞	3	5	8				
上臂三角肌	1	7	8				
生物合成人胰岛素注射液	7	1	8				
熊去氧胆酸片	3	5	8				
淡竹叶	0	8	8				
易善复	3	5	8				
鸡胸	3	5	8				
高血压脑病	0	8	8				
接触传播	0	8	8				
甲状腺功能异常	1	7	8				
腰椎滑脱	6	2	8				
清热药	2	6	8				
皮肤变色	3	5	8				
阿维	6	2	8				
药物蓄积	0	8	8				
浆细胞	3	5	8				
早产儿	2	6	8				
泪道冲洗	0	8	8				
感染加重	0	8	8				
大隐静脉	2	6	8				
皮肤神经官能症	0	8	8				
智力低下	2	6	8				
复方罗布麻	8	0	8				
混合感染	2	6	8				
活血通脉胶囊	0	8	8				
视网膜水肿	0	8	8				
畸胎瘤	5	3	8				
皮肤疖肿	0	8	8				
粘多糖病	2	6	8				
健脾祛湿	0	8	8				
睡眠呼吸暂停综合症	2	6	8				
高渗性非酮症性糖尿病昏迷	0	8	8				
口唇干燥	0	8	8				
酒精性肝炎	4	4	8				
交沙霉素	2	6	8				
器官组织	0	8	8				
鬼箭羽	1	7	8				
尿路通	2	6	8				
面部水肿	3	5	8				
心脾两虚	0	8	8				
生肌散	3	5	8				
牙周治疗	1	7	8				
锌缺乏	0	8	8				
恶性淋巴瘤	3	5	8				
肾动脉狭窄	3	5	8				
高半胱氨酸	0	8	8				
腹腔积液	5	3	8				
半月板损伤	4	4	8				
静止性震颤	0	8	8				
颅内高压	0	8	8				
氟喹酮	0	8	8				
氧氟沙星滴眼液	0	8	8				
念珠菌性阴道炎	0	8	8				
格列美脲胶囊	6	2	8				
全鹿大补丸	6	2	8				
左卡尼汀	4	4	8				
抗病毒颗粒	2	6	8				
慢性咳嗽	0	8	8				
抗菌作用	0	8	8				
结核病人	5	3	8				
异丙嗪	1	7	8				
硫普罗宁	5	3	8				
关节僵硬	0	8	8				
复方天麻蜜环糖肽片	6	2	8				
结核菌感染	0	8	8				
果糖注射液	3	5	8				
善存片	3	5	8				
腰背酸痛	6	2	8				
全身感染	0	8	8				
玄麦甘桔颗粒	1	7	8				
膀胱镜检查	4	4	8				
康必得	1	7	8				
一清胶囊	1	7	8				
充盈缺损	8	0	8				
必需脂肪酸	0	8	8				
特比萘芬	0	8	8				
结核抗体	0	8	8				
肾输尿管结石	0	8	8				
痛觉过敏	0	8	8				
软骨细胞	0	8	8				
玉兰降糖	0	8	8				
鲜芦根	1	7	8				
神经源性膀胱	0	8	8				
子宫出血	2	6	8				
临床分型	2	6	8				
肌钙蛋白	4	4	8				
左下肺	8	0	8				
慢性病人	0	8	8				
混合痔	4	4	8				
关节畸形	0	8	8				
血糖测定仪	0	8	8				
通络止痛	0	8	8				
一次性针头	4	4	8				
关节积液	1	7	8				
止咳平喘	1	7	8				
胰腺坏死	6	2	8				
链球菌感染	0	8	8				
